Date,SPOT
2023-09-05,8.377587720522358
2023-09-06,8.42160111275147
2023-09-07,8.420538643459608
2023-09-08,8.504504431690574
2023-09-11,8.507569355828487
2023-09-12,8.522383177644505
2023-09-13,8.4922097940308
2023-09-14,8.500059231529486
2023-09-15,8.492682937982304
2023-09-18,8.482015451259224
2023-09-19,8.479572986331801
2023-09-20,8.48481355642604
2023-09-21,8.491454687308652
2023-09-22,8.495378390099882
2023-09-25,8.508099341671354
2023-09-26,8.521566002724212
2023-09-27,8.50913805719785
2023-09-28,8.54677562003147
2023-09-29,8.531005111014638
2023-10-02,8.549961059190032
2023-10-03,8.52316418182782
2023-10-04,8.574929090838705
2023-10-05,8.604487046895043
2023-10-06,8.677154680420367
2023-10-09,8.72
2023-10-10,8.728823419089426
2023-10-11,8.685167268086994
2023-10-12,8.713133742381759
2023-10-13,8.685816791029664
2023-10-16,8.649289956686973
2023-10-17,8.712573144518764
2023-10-18,8.669859536477434
2023-10-19,8.72230438471764
2023-10-20,8.701656660822442
2023-10-23,8.75
2023-10-24,8.744315710520025
2023-10-25,8.738552361351282
2023-10-26,8.743952196908756
2023-10-27,8.734078673868332
2023-10-30,8.73
2023-10-31,8.739264373257587
2023-11-01,8.7442067600787
2023-11-02,8.754526153895057
2023-11-03,8.730472747030866
2023-11-06,8.761538461538462
2023-11-07,8.75895140531652
2023-11-08,8.771978357443096
2023-11-09,8.775495851156403
2023-11-10,8.777007891607605
2023-11-13,8.78
2023-11-14,8.78
2023-11-15,8.78
2023-11-16,8.78
2023-11-17,8.78
2023-11-20,8.78
2023-11-21,8.780404400968616
2023-11-22,8.790101186784304
2023-11-23,8.784242857754514
2023-11-24,8.802622526879297
2023-11-27,8.81
2023-11-28,8.759112958537367
2023-11-29,8.866316777066997
2023-11-30,8.814473191119763
2023-12-01,8.964555290774566
2023-12-04,8.9625
2023-12-05,8.977384123767694
2023-12-06,8.915834038622837
2023-12-07,9.007183941896788
2023-12-08,9.026258036126878
2023-12-11,9.07
2023-12-12,9.07
2023-12-13,9.07
2023-12-14,9.07
2023-12-15,9.07
2023-12-18,9.07
2023-12-19,9.14429804061173
2023-12-20,9.021174073308444
2023-12-21,8.86407759948312
2023-12-22,9.027492832562958
2023-12-25,9.027180970217616
2023-12-26,8.94264680149947
2023-12-27,8.836609520298751
2023-12-28,8.911429754418837
2023-12-29,8.87823172445259
2024-01-01,8.81
2024-01-02,8.775656484430106
2024-01-03,8.803529018265097
2024-01-04,8.746369612091884
2024-01-05,8.72107973921699
2024-01-08,8.57
2024-01-09,8.581671987079815
2024-01-10,8.565865523007105
2024-01-11,8.565138707977802
2024-01-12,8.531475175553753
2024-01-15,8.52298419456018
2024-01-16,8.522729592902
2024-01-17,8.522491019923464
2024-01-18,8.52630857299792
2024-01-19,8.52572763725829
2024-01-22,8.53
2024-01-23,8.356146170327495
2024-01-24,8.33027820545173
2024-01-25,8.498073137061226
2024-01-26,8.288587303185475
2024-01-29,8.15
2024-01-30,8.163841663793598
2024-01-31,8.156917911896493
2024-02-01,8.180118759939521
2024-02-02,8.16723187420793
2024-02-05,8.184717622866483
2024-02-06,8.157786039457056
2024-02-07,8.188381833760351
2024-02-08,8.162191991534483
2024-02-09,8.08548906647393
2024-02-12,8.093736160700148
2024-02-13,8.062179000523425
2024-02-14,8.021176507354776
2024-02-15,8.02729286122921
2024-02-16,7.966304354023641
2024-02-19,7.843737028890666
2024-02-20,7.843056449457718
2024-02-21,7.821285178557099
2024-02-22,7.823198519112158
2024-02-23,7.747248135206217
2024-02-26,7.73
2024-02-27,7.794288694593597
2024-02-28,7.594978334833842
2024-02-29,7.567125219281932
2024-03-01,7.660949004103199
2024-03-04,7.377438077845858
2024-03-05,7.36326564311494
2024-03-06,7.385262920542372
2024-03-07,7.3518750219239415
2024-03-08,7.288040052806035
2024-03-11,7.25
2024-03-12,7.25
2024-03-13,7.25
2024-03-14,7.25
2024-03-15,7.25
2024-03-18,7.25
2024-03-19,7.2522984568712205
2024-03-20,7.283619065611771
2024-03-21,7.360255648249501
2024-03-22,7.330461135760401
2024-03-25,7.425
2024-03-26,7.3763082503050486
2024-03-27,7.780524276679181
2024-03-28,7.367687262722184
2024-03-29,7.8668860043333115
2024-04-01,7.85
2024-04-02,7.85080811763333
2024-04-03,7.854289580150165
2024-04-04,7.851803069309895
2024-04-05,7.855887718183249
2024-04-08,7.86
2024-04-09,7.840809672133357
2024-04-10,7.870389461409321
2024-04-11,7.87553928798835
2024-04-12,7.865430687798573
2024-04-15,7.89
2024-04-16,7.882363943150084
2024-04-17,7.898440121460371
2024-04-18,7.897022974238833
2024-04-19,7.921253036287097
2024-04-22,7.92
2024-04-23,7.991649090125706
2024-04-24,7.938644140249008
2024-04-25,7.931359050789533
2024-04-26,8.01147585443699
2024-04-29,8.01
2024-04-30,8.00922014161687
2024-05-01,8.010052891856793
2024-05-02,8.0119140115368
2024-05-03,8.015893885446383
2024-05-06,8.02
2024-05-07,8.02
2024-05-08,8.02
2024-05-09,8.02
2024-05-10,8.02
2024-05-13,8.02
2024-05-14,8.02
2024-05-15,8.02
2024-05-16,8.02
2024-05-17,8.02
2024-05-20,8.02
2024-05-21,7.917084187435864
2024-05-22,8.119302905071905
2024-05-23,8.13993510823313
2024-05-24,8.275342674505355
2024-05-27,8.4
2024-05-28,8.406683679123402
2024-05-29,8.39932404018278
2024-05-30,8.39421542831717
2024-05-31,8.391458959845698
2024-06-03,8.38
2024-06-04,8.38
2024-06-05,8.38
2024-06-06,8.38
2024-06-07,8.38
2024-06-10,8.38
2024-06-11,8.36882269445961
2024-06-12,8.337915495990238
2024-06-13,8.263682629526668
2024-06-14,8.299255933662842
2024-06-17,8.26
2024-06-18,8.257965864092087
2024-06-19,8.257044321543486
2024-06-20,8.254297621060987
2024-06-21,8.260594576010114
2024-06-24,8.25
2024-06-25,8.25654679541289
2024-06-26,8.267531580612847
2024-06-27,8.225781506091007
2024-06-28,8.232901936514597
2024-07-01,8.22
2024-07-02,8.197827056750269
2024-07-03,8.207935049549048
2024-07-04,8.264231484270404
2024-07-05,8.24187814350262
2024-07-08,8.29
2024-07-09,8.292486363671115
2024-07-10,8.280336976174471
2024-07-11,8.271351285180103
2024-07-12,8.261896017872774
2024-07-15,8.24
2024-07-16,8.250702847082438
2024-07-17,8.242175516721945
2024-07-18,8.268094975324555
2024-07-19,8.270444415990438
2024-07-22,8.299999999999999
2024-07-23,8.311581267685275
2024-07-24,8.427614253478648
2024-07-25,8.349331927496193
2024-07-26,8.456273553436127
2024-07-29,8.549252243270189
2024-07-30,8.546244375070795
2024-07-31,8.553915473491672
2024-08-01,8.556621035052938
2024-08-02,8.567517478286108
2024-08-05,8.570675189772274
2024-08-06,8.58455824397981
2024-08-07,8.615871739411398
2024-08-08,8.508546794205571
2024-08-09,8.590507328217912
2024-08-12,8.451363938789088
2024-08-13,8.451363938789088
2024-08-14,8.451363938789088
2024-08-15,8.451363938789088
2024-08-16,8.451363938789088
2024-08-19,8.451363938789088
2024-08-20,8.452525569320816
2024-08-21,8.450450122345554
2024-08-22,8.451848124318072
2024-08-23,8.449614168290383
2024-08-26,8.449013157776315
2024-08-27,8.448197797384745
2024-08-28,8.446369454906568
2024-08-29,8.447858621095504
2024-08-30,8.443705223380098
2024-09-02,8.443188405692753
2024-09-03,8.444269689538281
2024-09-04,8.475069672011397
2024-09-05,8.472314842665133
2024-09-06,8.442658496440686
2024-09-09,8.49280138911857
2024-09-10,8.524754986340362
2024-09-11,8.50905014384391
2024-09-12,8.563944729709844
2024-09-13,8.630530055017706
2024-09-16,8.75280138911857
2024-09-17,8.785833990659116
2024-09-18,8.837461966377159
2024-09-19,8.921464979770601
2024-09-20,8.830419882639749
2024-09-23,8.95
2024-09-24,8.860719391376513
2024-09-25,8.97446706439623
2024-09-26,9.012113531595947
2024-09-27,9.054386656088038
2024-09-30,9.152801389118572
2024-10-01,9.035569649492677
2024-10-02,9.079393775592418
2024-10-03,9.382497583266785
2024-10-04,9.415931321048374
2024-10-07,9.568415934168693
2024-10-08,9.513210765374081
2024-10-09,9.510654593836533
2024-10-10,9.51726885484851
2024-10-11,9.383458304499877
2024-10-14,9.308415934168693
2024-10-15,9.330870720625365
2024-10-16,9.321038277604282
2024-10-17,9.334854448228096
2024-10-18,9.337500671120857
2024-10-21,9.408415934168692
2024-10-22,9.405506671689936
2024-10-23,9.41025146602049
2024-10-24,9.415821562123174
2024-10-25,9.422762417942105
2024-10-28,9.428415934168692
2024-10-29,9.43041545127973
2024-10-30,9.428808225837471
2024-10-31,9.428198171692099
2024-11-01,9.434028401952828
2024-11-04,9.43907060014011
2024-11-05,9.43650062690902
2024-11-06,9.448485099355748
2024-11-07,9.442349318423
2024-11-08,9.452570272631409
2024-11-11,9.459070600140109
2024-11-12,9.459070600140109
2024-11-13,9.459070600140109
2024-11-14,9.459070600140109
2024-11-15,9.459070600140109
2024-11-18,9.459070600140109
2024-11-19,9.59157400601707
2024-11-20,9.468414719744347
2024-11-21,9.61303007212908
2024-11-22,9.626941532111632
2024-11-25,9.71907060014011
2024-11-26,9.71907060014011
2024-11-27,9.71907060014011
2024-11-28,9.71907060014011
2024-11-29,9.71907060014011
2024-12-02,9.71907060014011
2024-12-03,9.727259503063662
2024-12-04,9.699672320396008
2024-12-05,9.693953268517589
2024-12-06,9.697996301948253
2024-12-09,9.67
2024-12-10,9.664060378027381
2024-12-11,9.66464978949211
2024-12-12,9.685272754222867
2024-12-13,9.707613604406422
2024-12-16,9.72
2024-12-17,9.743443245647041
2024-12-18,9.750091523405288
2024-12-19,9.777644825973349
2024-12-20,9.796369181225119
2024-12-23,9.82
2024-12-24,9.82
2024-12-25,9.82
2024-12-26,9.82
2024-12-27,9.82
2024-12-30,9.82
2024-12-31,9.735329162095676
2025-01-01,9.74937632371904
2025-01-02,9.956803972565215
2025-01-03,9.929337098076296
2025-01-06,10.03
2025-01-07,10.088536851750243
2025-01-08,10.069693121292085
2025-01-09,10.219854488370126
2025-01-10,10.236959624420798
2025-01-13,10.41
